Score,Url,Channel
1.5123,https://www.youtube.com/watch?v=sEQON0sVBrk,CuriosaMente
1.5136,https://www.youtube.com/watch?v=-Sblof7yFxg,CuriosaMente
1.5149,https://www.youtube.com/watch?v=To9vJD9HLCY,CuriosaMente
1.5154,https://www.youtube.com/watch?v=pku_RoVtX10,CuriosaMente
1.5154,https://www.youtube.com/watch?v=RDrTtZwQ0k4,CuriosaMente
1.5162,https://www.youtube.com/watch?v=C0giGMpt3aQ,CuriosaMente
1.5165,https://www.youtube.com/watch?v=DZvyzSu_2bc,CuriosaMente
1.5175,https://www.youtube.com/watch?v=su7KrrYVkSo,CuriosaMente
1.5177,https://www.youtube.com/watch?v=6rTRYrY4SeI,CuriosaMente
1.5178,https://www.youtube.com/watch?v=axSh_Gl5GVo,CuriosaMente
1.5198,https://www.youtube.com/watch?v=S6Zxmc1sQnA,CuriosaMente
1.5211,https://www.youtube.com/watch?v=vXcCB1SzV7Q,CuriosaMente
1.5215,https://www.youtube.com/watch?v=mnxR2FYb06o,CuriosaMente
1.5215,https://www.youtube.com/watch?v=hL1VUOOGWFw,CuriosaMente
1.5245,https://www.youtube.com/watch?v=quUEJQphVeM,CuriosaMente
1.5248,https://www.youtube.com/watch?v=EsLqlgVq4OE,CuriosaMente
1.5254,https://www.youtube.com/watch?v=i-htv81L04g,CuriosaMente
1.5258,https://www.youtube.com/watch?v=vOX-Tj6iIaA,CuriosaMente
1.5267,https://www.youtube.com/watch?v=RLUs-526EFo,CuriosaMente
1.5273,https://www.youtube.com/watch?v=A09xU0w_N6E,CuriosaMente
1.5297,https://www.youtube.com/watch?v=LAN95iIsuo0,CuriosaMente
1.5298,https://www.youtube.com/watch?v=mj4mgjAPNto,CuriosaMente
1.5302,https://www.youtube.com/watch?v=zk8-7Hj6n34,CuriosaMente
1.5303,https://www.youtube.com/watch?v=MGqH4Pcsoj8,CuriosaMente
1.5306,https://www.youtube.com/watch?v=gaSr2jUOFKc,CuriosaMente
1.5321,https://www.youtube.com/watch?v=srmiSiJHCxQ,CuriosaMente
1.5323,https://www.youtube.com/watch?v=8DF164WdD7I,CuriosaMente
1.5330,https://www.youtube.com/watch?v=a7WidSUQsYk,CuriosaMente
1.5332,https://www.youtube.com/watch?v=0k5DT0efiNQ,CuriosaMente
1.5334,https://www.youtube.com/watch?v=qcB8pyjeBVQ,CuriosaMente
1.5338,https://www.youtube.com/watch?v=isVrO-v-j2Q,CuriosaMente
1.5346,https://www.youtube.com/watch?v=MMKk7q4Nlno,CuriosaMente
1.5353,https://www.youtube.com/watch?v=aZLqepXFmng,CuriosaMente
1.5354,https://www.youtube.com/watch?v=xrmJjzKCy8U,CuriosaMente
1.5360,https://www.youtube.com/watch?v=mtaK8J0rpEg,CuriosaMente
1.5375,https://www.youtube.com/watch?v=M1B9KOZk8Xg,CuriosaMente
1.5378,https://www.youtube.com/watch?v=lPCeW5C5SZY,CuriosaMente
1.5379,https://www.youtube.com/watch?v=_YX58-FoS64,CuriosaMente
1.5383,https://www.youtube.com/watch?v=pDcKBx1L0E4,CuriosaMente
1.5410,https://www.youtube.com/watch?v=KxHg_LCMOXA,CuriosaMente
1.5416,https://www.youtube.com/watch?v=4gDqXLguiBw,CuriosaMente
1.5417,https://www.youtube.com/watch?v=MUCQoaBurRQ,CuriosaMente
1.5425,https://www.youtube.com/watch?v=eXWPB1l6pUk,CuriosaMente
1.5427,https://www.youtube.com/watch?v=_RQWBOsJYTk,CuriosaMente
